STATE/UT,Year,TYPE,0-3 hrs. (Night),3-6 hrs. (Night),6-9 hrs (Day),9-12 hrs (Day),12-15 hrs (Day),15-18 hrs (Day),18-21 hrs (Night),21-24 hrs (Night),Total
Haryana,2011,Other Railway Accidents,191,162,141,142,130,138,164,184,1252
Haryana,2012,Road Accidents,578,941,1263,1268,1350,1613,1802,1156,9971
Haryana,2012,Rail-Road Accidents,0,1,1,3,3,2,3,2,15
Haryana,2012,Other Railway Accidents,177,167,162,155,171,160,127,145,1264
Himachal Pradesh,2001,Road Accidents,75,145,207,271,252,362,446,352,2110
Himachal Pradesh,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,Other Railway Accidents,0,1,2,3,1,2,1,0,10
Himachal Pradesh,2002,Road Accidents,81,124,267,352,255,345,497,360,2281
Himachal Pradesh,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Other Railway Accidents,0,0,0,0,0,0,1,0,1
Himachal Pradesh,2003,Road Accidents,87,85,320,484,334,377,402,270,2359
Himachal Pradesh,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,Other Railway Accidents,6,1,2,4,1,2,0,0,16
Himachal Pradesh,2004,Road Accidents,135,141,323,451,358,453,357,297,2515
Himachal Pradesh,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Other Railway Accidents,2,2,6,4,1,1,1,1,18
Himachal Pradesh,2005,Road Accidents,123,88,268,395,397,396,444,290,2401
Himachal Pradesh,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,Other Railway Accidents,2,1,1,2,1,1,1,1,10
Himachal Pradesh,2006,Road Accidents,112,120,314,495,444,425,307,199,2416
Himachal Pradesh,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Other Railway Accidents,2,3,2,3,2,2,2,2,18
Himachal Pradesh,2007,Road Accidents,120,151,273,309,436,443,513,337,2582
Himachal Pradesh,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Other Railway Accidents,4,2,3,1,2,1,4,0,17
Himachal Pradesh,2008,Road Accidents,103,106,219,255,297,414,382,206,1982
Himachal Pradesh,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Other Railway Accidents,1,2,4,2,3,5,3,2,22
Himachal Pradesh,2009,Road Accidents,135,153,322,366,500,653,566,383,3078
Himachal Pradesh,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Other Railway Accidents,0,0,4,2,3,6,0,0,15
Himachal Pradesh,2010,Road Accidents,153,192,372,360,396,633,626,345,3077
Himachal Pradesh,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Other Railway Accidents,0,0,3,5,3,2,3,4,20
Himachal Pradesh,2011,Road Accidents,100,124,353,465,472,693,577,315,3099
Himachal Pradesh,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Other Railway Accidents,2,2,4,3,5,5,4,2,27
Himachal Pradesh,2012,Road Accidents,114,128,332,459,434,539,558,335,2899
Himachal Pradesh,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,Other Railway Accidents,0,1,3,1,2,4,3,0,14
Jammu & Kashmir,2001,Road Accidents,337,352,658,1099,1062,864,386,253,5011
Jammu & Kashmir,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Road Accidents,154,180,582,1293,1118,1001,641,404,5373
Jammu & Kashmir,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Road Accidents,298,304,639,1038,1292,1177,795,345,5888
Jammu & Kashmir,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Other Railway Accidents,0,20,0,0,24,0,0,0,44
Jammu & Kashmir,2004,Road Accidents,333,239,958,1677,1441,966,501,166,6281
Jammu & Kashmir,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Road Accidents,188,396,811,1233,1057,1173,532,279,5669
Jammu & Kashmir,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Road Accidents,350,235,541,1110,1061,1116,728,468,5609
Jammu & Kashmir,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Road Accidents,326,418,697,1049,1099,982,842,461,5874
Jammu & Kashmir,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Road Accidents,261,368,631,999,1139,892,675,461,5426
Jammu & Kashmir,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Road Accidents,298,386,676,1178,1240,1023,802,409,6012
Jammu & Kashmir,2009,Rail-Road Accidents,2,6,15,11,7,4,4,8,57
Jammu & Kashmir,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Road Accidents,239,287,699,1173,1265,1099,796,584,6142
Jammu & Kashmir,2010,Rail-Road Accidents,0,0,5,3,6,4,0,0,18
Jammu & Kashmir,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2011,Road Accidents,299,298,681,1424,1458,1244,753,508,6665
Jammu & Kashmir,2011,Rail-Road Accidents,0,3,13,7,11,5,6,5,50
Jammu & Kashmir,2011,Other Railway Accidents,1,0,2,4,4,2,4,3,20
Jammu & Kashmir,2012,Road Accidents,285,347,642,1306,1444,1420,748,445,6637
Jammu & Kashmir,2012,Rail-Road Accidents,3,4,7,6,5,7,7,5,44
Jammu & Kashmir,2012,Other Railway Accidents,0,0,1,1,5,2,2,4,15
Jharkhand,2001,Road Accidents,103,104,117,135,109,120,179,128,995
Jharkhand,2001,Rail-Road Accidents,21,2,6,5,0,2,0,0,36
Jharkhand,2001,Other Railway Accidents,50,21,11,10,27,11,15,7,152
Jharkhand,2002,Road Accidents,101,99,109,100,110,112,138,111,880
Jharkhand,2002,Rail-Road Accidents,2,3,4,3,1,3,1,1,18
Jharkhand,2002,Other Railway Accidents,44,19,8,17,20,12,18,4,142
Jharkhand,2003,Road Accidents,101,110,130,140,135,145,0,119,880
Jharkhand,2003,Rail-Road Accidents,2,3,4,3,1,3,0,2,18
Jharkhand,2003,Other Railway Accidents,44,15,13,20,25,20,0,5,142
Jharkhand,2004,Road Accidents,151,168,199,175,178,172,85,167,1295
Jharkhand,2004,Rail-Road Accidents,2,3,4,3,1,3,1,1,18
Jharkhand,2004,Other Railway Accidents,44,19,11,17,20,16,5,10,142
Jharkhand,2005,Road Accidents,93,289,405,451,384,516,377,224,2739
Jharkhand,2005,Rail-Road Accidents,0,20,78,105,118,123,79,20,543
Jharkhand,2005,Other Railway Accidents,0,0,0,0,1,2,1,0,4
Jharkhand,2006,Road Accidents,207,322,681,706,741,684,513,447,4301
Jharkhand,2006,Rail-Road Accidents,106,98,22,46,51,53,75,0,451
Jharkhand,2006,Other Railway Accidents,1,2,0,2,0,0,0,0,5
Jharkhand,2007,Road Accidents,250,416,683,702,850,816,521,266,4504
Jharkhand,2007,Rail-Road Accidents,8,6,6,5,2,2,3,2,34
Jharkhand,2007,Other Railway Accidents,65,79,79,80,85,75,67,56,586
Jharkhand,2008,Road Accidents,283,345,414,489,474,472,477,305,3259
Jharkhand,2008,Rail-Road Accidents,1,1,2,1,1,0,0,0,6
Jharkhand,2008,Other Railway Accidents,51,58,77,77,62,59,33,60,477
Jharkhand,2009,Road Accidents,326,446,681,744,658,670,524,487,4536
Jharkhand,2009,Rail-Road Accidents,0,0,0,8,0,4,0,1,13
Jharkhand,2009,Other Railway Accidents,51,1,62,89,93,96,93,58,543
Jharkhand,2010,Road Accidents,247,379,706,766,602,648,557,323,4228
Jharkhand,2010,Rail-Road Accidents,0,0,0,1,0,0,0,0,1
Jharkhand,2010,Other Railway Accidents,34,32,46,58,36,34,22,27,289
Jharkhand,2011,Road Accidents,285,355,585,640,582,581,512,361,3901
Jharkhand,2011,Rail-Road Accidents,0,2,2,2,1,2,1,0,10
Jharkhand,2011,Other Railway Accidents,58,57,112,86,95,83,84,46,621
Jharkhand,2012,Road Accidents,351,494,779,705,542,708,626,420,4625
Jharkhand,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Jharkhand,2012,Other Railway Accidents,84,71,104,90,87,57,55,54,602
Karnataka,2001,Road Accidents,2426,2925,3775,5210,4799,5131,4807,3787,32860
Karnataka,2001,Rail-Road Accidents,8,60,10,2,0,0,50,10,140
Karnataka,2001,Other Railway Accidents,80,90,48,55,128,39,42,81,563
Karnataka,2002,Road Accidents,2663,3482,4123,5865,5414,5315,5141,3658,35661
Karnataka,2002,Rail-Road Accidents,6,40,10,5,10,5,40,7,123
Karnataka,2002,Other Railway Accidents,80,101,21,16,115,84,83,100,600
Karnataka,2003,Road Accidents,2719,3398,4095,5735,5696,6154,5687,4027,37511
Karnataka,2003,Rail-Road Accidents,6,40,10,10,10,10,40,21,147
Karnataka,2003,Other Railway Accidents,75,101,17,10,110,82,82,102,579
Karnataka,2004,Road Accidents,2576,3106,4140,5955,5888,6400,6371,4315,38751
Karnataka,2004,Rail-Road Accidents,6,10,10,10,10,10,40,22,118
Karnataka,2004,Other Railway Accidents,90,101,21,32,111,100,100,100,655
Karnataka,2005,Road Accidents,2949,3198,4665,6193,6095,6658,6377,4138,40273
Karnataka,2005,Rail-Road Accidents,8,3,5,5,9,2,4,9,45
Karnataka,2005,Other Railway Accidents,103,149,148,132,191,136,82,201,1142
Karnataka,2006,Road Accidents,3264,3702,4738,6871,6425,6709,6839,4732,43280
Karnataka,2006,Rail-Road Accidents,2,3,5,5,8,2,4,7,36
Karnataka,2006,Other Railway Accidents,103,139,158,145,200,137,84,202,1168
Karnataka,2007,Road Accidents,3239,3590,5350,7142,7486,7193,7263,5071,46334
Karnataka,2007,Rail-Road Accidents,6,3,8,2,3,3,2,2,29
Karnataka,2007,Other Railway Accidents,188,175,202,191,152,149,106,69,1232
Karnataka,2008,Road Accidents,3181,3802,5471,6533,7183,7051,7159,5872,46252
Karnataka,2008,Rail-Road Accidents,0,1,0,5,7,10,2,2,27
Karnataka,2008,Other Railway Accidents,19,184,227,205,195,153,221,207,1411
Karnataka,2009,Road Accidents,3107,3750,5001,6399,6733,7066,7258,5876,45190
Karnataka,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Karnataka,2009,Other Railway Accidents,39,182,221,214,192,142,214,237,1441
Karnataka,2010,Road Accidents,3481,5270,5268,6922,6451,6951,7207,4670,46220
Karnataka,2010,Rail-Road Accidents,1,5,4,3,6,6,4,1,30
Karnataka,2010,Other Railway Accidents,38,39,300,512,260,200,134,72,1555
Karnataka,2011,Road Accidents,3468,3807,4657,6606,6568,7376,7501,4713,44696
Karnataka,2011,Rail-Road Accidents,2,3,0,7,7,4,1,4,28
Karnataka,2011,Other Railway Accidents,41,52,349,482,328,176,129,91,1648
Karnataka,2012,Road Accidents,3085,2802,4472,6842,6753,7802,7431,5261,44448
Karnataka,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Karnataka,2012,Other Railway Accidents,206,212,206,202,198,213,216,226,1679
Kerala,2001,Road Accidents,892,1610,4820,6684,6119,7610,5960,2744,36439
Kerala,2001,Rail-Road Accidents,6,2,0,0,0,2,2,1,13
Kerala,2001,Other Railway Accidents,23,25,46,39,40,39,35,35,282
Kerala,2002,Road Accidents,669,1187,4685,6397,6322,7579,5296,2399,34534
Kerala,2002,Rail-Road Accidents,3,9,7,7,6,8,5,5,50
Kerala,2002,Other Railway Accidents,17,38,46,35,32,36,68,44,316
Kerala,2003,Road Accidents,748,1312,3882,6152,4914,7019,5616,2304,31947
Kerala,2003,Rail-Road Accidents,4,10,10,5,6,4,5,3,47
Kerala,2003,Other Railway Accidents,11,22,28,27,12,19,18,19,156
Kerala,2004,Road Accidents,1439,2124,5143,8107,6328,8252,6534,3176,41103
Kerala,2004,Rail-Road Accidents,1,0,5,4,1,5,1,0,17
Kerala,2004,Other Railway Accidents,18,17,37,36,30,45,43,35,261
Kerala,2005,Road Accidents,1205,1763,4977,7620,6244,8601,7961,3924,42295
Kerala,2005,Rail-Road Accidents,0,1,1,11,12,8,2,0,35
Kerala,2005,Other Railway Accidents,20,14,35,28,20,37,35,30,219
Kerala,2006,Road Accidents,1553,1877,4438,7140,6446,8461,7587,4226,41728
Kerala,2006,Rail-Road Accidents,24,22,29,27,26,20,35,24,207
Kerala,2006,Other Railway Accidents,4,21,29,12,15,20,19,14,134
Kerala,2007,Road Accidents,1501,2486,4064,7433,5865,7854,7083,3575,39861
Kerala,2007,Rail-Road Accidents,8,6,2,0,0,1,4,4,25
Kerala,2007,Other Railway Accidents,14,36,63,42,40,52,52,36,335
Kerala,2008,Road Accidents,836,1356,4278,6871,6077,8426,6768,2626,37238
Kerala,2008,Rail-Road Accidents,0,0,5,4,1,3,5,0,18
Kerala,2008,Other Railway Accidents,33,58,86,61,69,74,87,45,513
Kerala,2009,Road Accidents,664,1283,4468,6606,5648,7755,6762,2271,35457
Kerala,2009,Rail-Road Accidents,0,3,7,8,4,8,12,6,48
Kerala,2009,Other Railway Accidents,31,59,70,58,44,59,73,50,444
Kerala,2010,Road Accidents,892,1271,4127,6328,5380,7838,6864,2382,35082
Kerala,2010,Rail-Road Accidents,0,6,8,5,6,12,14,5,56
Kerala,2010,Other Railway Accidents,27,56,62,49,44,54,94,46,432
Kerala,2011,Road Accidents,595,1265,5051,6119,6393,8071,6335,1387,35216
Kerala,2011,Rail-Road Accidents,1,8,8,4,4,7,10,4,46
Kerala,2011,Other Railway Accidents,27,50,45,31,36,54,81,66,390
Kerala,2012,Road Accidents,583,785,3720,6795,6091,8075,7359,2766,36174
Kerala,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Kerala,2012,Other Railway Accidents,29,67,108,68,58,80,75,52,537
Madhya Pradesh,2001,Road Accidents,1418,1740,2938,3323,2906,2875,2744,1768,19712
Madhya Pradesh,2001,Rail-Road Accidents,17,20,23,18,16,13,13,12,132
Madhya Pradesh,2001,Other Railway Accidents,101,151,165,170,138,104,135,106,1070
Madhya Pradesh,2002,Road Accidents,1467,2182,3107,3801,3325,3323,3340,2334,22879
Madhya Pradesh,2002,Rail-Road Accidents,3,4,13,11,12,15,22,4,84
Madhya Pradesh,2002,Other Railway Accidents,119,135,190,144,144,137,124,128,1121
Madhya Pradesh,2003,Road Accidents,1872,2165,3138,3798,3397,3128,2896,2222,22616
Madhya Pradesh,2003,Rail-Road Accidents,7,11,12,6,15,11,5,4,71
Madhya Pradesh,2003,Other Railway Accidents,102,151,180,170,192,181,168,118,1262
Madhya Pradesh,2004,Road Accidents,1443,1828,3043,4301,3657,3734,3367,2218,23591
Madhya Pradesh,2004,Rail-Road Accidents,0,2,6,3,3,4,0,0,18
Madhya Pradesh,2004,Other Railway Accidents,69,172,201,180,156,178,163,142,1261
Madhya Pradesh,2005,Road Accidents,1504,1770,2906,3504,3504,3245,3012,2029,21474
Madhya Pradesh,2005,Rail-Road Accidents,1,1,14,9,13,12,2,1,53
Madhya Pradesh,2005,Other Railway Accidents,94,139,187,179,170,172,162,161,1264
Madhya Pradesh,2006,Road Accidents,1652,1719,3541,4160,4198,3875,3522,2371,25038
Madhya Pradesh,2006,Rail-Road Accidents,2,8,11,15,13,14,7,2,72
Madhya Pradesh,2006,Other Railway Accidents,164,195,292,254,239,248,208,195,1795
Madhya Pradesh,2007,Road Accidents,1867,1927,3574,4901,4971,4345,3964,2895,28444
Madhya Pradesh,2007,Rail-Road Accidents,4,7,10,3,7,3,4,4,42
Madhya Pradesh,2007,Other Railway Accidents,120,141,232,195,208,199,194,183,1472
Madhya Pradesh,2008,Road Accidents,2307,2370,4316,5946,5873,5516,4808,3180,34316
Madhya Pradesh,2008,Rail-Road Accidents,6,4,4,3,4,4,3,4,32
Madhya Pradesh,2008,Other Railway Accidents,160,194,226,220,218,199,222,160,1599
Madhya Pradesh,2009,Road Accidents,2275,2408,3807,5467,4996,5157,4896,3326,32332
Madhya Pradesh,2009,Rail-Road Accidents,30,12,16,13,18,11,13,2,115
Madhya Pradesh,2009,Other Railway Accidents,183,153,209,190,201,210,196,172,1514
Madhya Pradesh,2010,Road Accidents,1970,2125,3344,4994,4766,4686,4888,3354,30127
Madhya Pradesh,2010,Rail-Road Accidents,4,7,10,15,11,9,5,1,62
Madhya Pradesh,2010,Other Railway Accidents,167,201,306,261,234,238,188,202,1797
Madhya Pradesh,2011,Road Accidents,2083,2248,3698,4833,4896,4999,4463,3353,30573
Madhya Pradesh,2011,Rail-Road Accidents,7,8,11,6,4,3,13,3,55
Madhya Pradesh,2011,Other Railway Accidents,160,184,253,245,209,199,179,186,1615
Madhya Pradesh,2012,Road Accidents,1664,1873,3785,5082,4969,5035,4240,2525,29173
Madhya Pradesh,2012,Rail-Road Accidents,45,40,39,40,43,35,35,12,289
Madhya Pradesh,2012,Other Railway Accidents,209,257,344,266,261,240,198,199,1974
Maharashtra,2001,Road Accidents,3483,3893,3986,5088,5099,5185,5335,5200,37269
Maharashtra,2001,Rail-Road Accidents,2,3,7,4,3,4,3,3,29
Maharashtra,2001,Other Railway Accidents,515,412,1070,1354,999,975,1168,958,7451
Maharashtra,2002,Road Accidents,3411,3412,4533,5744,5622,5812,5796,5231,39561
Maharashtra,2002,Rail-Road Accidents,9,6,12,9,9,4,13,4,66
Maharashtra,2002,Other Railway Accidents,465,335,1067,1383,1006,1001,1068,972,7297
Maharashtra,2003,Road Accidents,3698,4029,4966,5926,6287,6261,6494,5361,43022
Maharashtra,2003,Rail-Road Accidents,6,3,9,12,11,5,6,3,55
Maharashtra,2003,Other Railway Accidents,476,426,1128,1361,1056,1008,1216,959,7630
Maharashtra,2004,Road Accidents,4082,4352,5077,6115,6380,6559,6542,5432,44539
Maharashtra,2004,Rail-Road Accidents,4,5,7,6,4,4,9,7,46
Maharashtra,2004,Other Railway Accidents,428,336,1215,1415,971,1009,1311,1011,7696
Maharashtra,2005,Road Accidents,4140,4207,5212,6631,6737,6760,7058,5841,46586
Maharashtra,2005,Rail-Road Accidents,2,7,5,9,8,6,4,1,42
Maharashtra,2005,Other Railway Accidents,490,374,1112,1430,914,966,1223,986,7495
Maharashtra,2006,Road Accidents,4653,4724,5569,6498,6735,7013,7393,6302,48887
Maharashtra,2006,Rail-Road Accidents,1,0,3,0,0,4,5,0,13
Maharashtra,2006,Other Railway Accidents,517,384,1194,1494,1070,1065,1350,1136,8210
Maharashtra,2007,Road Accidents,5132,4797,5580,7168,7385,7378,7714,6821,51975
Maharashtra,2007,Rail-Road Accidents,7,7,7,7,8,5,6,5,52
Maharashtra,2007,Other Railway Accidents,511,413,1253,1581,1120,1136,1407,1100,8521
Maharashtra,2008,Road Accidents,4349,4633,5669,6911,7019,7070,7610,6418,49679
Maharashtra,2008,Rail-Road Accidents,0,0,0,0,0,1,0,0,1
Maharashtra,2008,Other Railway Accidents,558,389,1191,1547,1038,1120,1434,1143,8420
Maharashtra,2009,Road Accidents,4400,4469,5451,6974,6718,7046,7592,6215,48865
Maharashtra,2009,Rail-Road Accidents,0,2,6,0,4,3,1,0,16
Maharashtra,2009,Other Railway Accidents,544,405,1085,1433,1190,1112,1276,1181,8226
Maharashtra,2010,Road Accidents,4324,4585,5658,7050,7233,7583,7836,6350,50619
Maharashtra,2010,Rail-Road Accidents,0,2,4,5,2,5,4,3,25
Maharashtra,2010,Other Railway Accidents,581,420,1079,1457,1114,1190,1337,1191,8369
Maharashtra,2011,Road Accidents,4334,4739,5489,6610,6677,7048,6883,5340,47120
Maharashtra,2011,Rail-Road Accidents,5,8,6,5,4,6,10,9,53
Maharashtra,2011,Other Railway Accidents,618,455,1078,1466,1181,1236,1328,1222,8584
Maharashtra,2012,Road Accidents,4125,4655,5239,6093,6176,6857,6668,5434,45247
Maharashtra,2012,Rail-Road Accidents,8,8,8,3,2,3,5,1,38
Maharashtra,2012,Other Railway Accidents,581,465,1169,1474,1135,1235,1397,1108,8564
Manipur,2001,Road Accidents,0,7,82,111,87,87,34,2,410
Manipur,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Manipur,2002,Road Accidents,0,0,65,161,126,142,21,5,520
Manipur,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Manipur,2003,Road Accidents,1,18,73,136,92,134,56,13,523
Manipur,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Manipur,2004,Road Accidents,0,10,50,129,86,115,64,14,468
Manipur,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Manipur,2005,Road Accidents,13,26,89,110,113,115,103,31,600
Manipur,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Manipur,2006,Road Accidents,7,27,69,129,114,89,68,18,521
Manipur,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Manipur,2007,Road Accidents,6,27,70,146,125,89,57,18,538
