STATE/UT,Year,TYPE,0-3 hrs. (Night),3-6 hrs. (Night),6-9 hrs (Day),9-12 hrs (Day),12-15 hrs (Day),15-18 hrs (Day),18-21 hrs (Night),21-24 hrs (Night),Total
Manipur,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Manipur,2008,Road Accidents,11,26,99,134,100,79,41,12,502
Manipur,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Manipur,2009,Road Accidents,14,24,113,83,93,138,75,38,578
Manipur,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Manipur,2010,Road Accidents,27,47,75,124,130,116,59,24,602
Manipur,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Manipur,2011,Road Accidents,26,52,91,123,153,107,105,34,691
Manipur,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Manipur,2012,Road Accidents,54,75,96,143,126,121,100,56,771
Manipur,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2001,Road Accidents,10,11,21,27,26,25,28,13,161
Meghalaya,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2002,Road Accidents,32,37,57,84,63,74,77,41,465
Meghalaya,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2003,Road Accidents,43,44,50,54,54,49,41,38,373
Meghalaya,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Road Accidents,27,39,41,52,40,59,32,38,328
Meghalaya,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Road Accidents,12,29,42,55,52,50,56,34,330
Meghalaya,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Road Accidents,4,2,24,22,29,37,36,22,176
Meghalaya,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Road Accidents,3,5,15,16,15,24,24,55,157
Meghalaya,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Road Accidents,11,17,23,22,31,26,22,39,191
Meghalaya,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Road Accidents,17,16,37,48,55,53,48,40,314
Meghalaya,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Road Accidents,17,21,25,39,49,43,32,31,257
Meghalaya,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2011,Road Accidents,10,22,37,38,42,47,39,26,261
Meghalaya,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2012,Road Accidents,25,29,45,61,60,59,39,37,355
Meghalaya,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2001,Road Accidents,5,5,10,12,11,9,14,6,72
Mizoram,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2002,Road Accidents,1,5,4,9,8,4,3,7,41
Mizoram,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2003,Road Accidents,8,6,8,8,13,8,9,11,71
Mizoram,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2004,Road Accidents,2,5,4,6,7,4,3,7,38
Mizoram,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2005,Road Accidents,3,2,5,9,15,18,16,3,71
Mizoram,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2006,Road Accidents,3,9,7,10,7,13,13,10,72
Mizoram,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2007,Road Accidents,1,1,3,9,14,15,8,1,52
Mizoram,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2008,Road Accidents,12,9,9,12,9,12,16,8,87
Mizoram,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2009,Road Accidents,9,7,9,4,7,4,16,15,71
Mizoram,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2010,Road Accidents,14,13,24,12,13,16,20,13,125
Mizoram,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2011,Road Accidents,5,3,10,9,8,24,20,18,97
Mizoram,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2012,Road Accidents,2,11,16,26,15,24,9,7,110
Mizoram,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2001,Road Accidents,0,1,3,3,9,21,19,4,60
Nagaland,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2001,Other Railway Accidents,0,0,3,1,0,0,0,0,4
Nagaland,2002,Road Accidents,2,4,4,7,4,9,3,1,34
Nagaland,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2002,Other Railway Accidents,1,2,2,0,0,0,1,0,6
Nagaland,2003,Road Accidents,1,2,8,11,7,11,13,3,56
Nagaland,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2003,Other Railway Accidents,0,0,2,0,1,2,0,0,5
Nagaland,2004,Road Accidents,3,2,7,17,9,15,11,4,68
Nagaland,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2004,Other Railway Accidents,0,0,1,0,0,0,0,0,1
Nagaland,2005,Road Accidents,3,1,6,12,13,9,7,2,53
Nagaland,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2006,Road Accidents,4,5,10,17,10,15,11,5,77
Nagaland,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2007,Road Accidents,4,2,13,15,18,6,10,7,75
Nagaland,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2008,Road Accidents,0,2,12,18,28,28,26,12,126
Nagaland,2008,Rail-Road Accidents,0,0,0,0,0,2,0,0,2
Nagaland,2008,Other Railway Accidents,0,0,2,2,2,2,0,2,10
Nagaland,2009,Road Accidents,1,2,7,5,11,10,3,8,47
Nagaland,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2010,Road Accidents,0,1,6,4,13,9,3,8,44
Nagaland,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2011,Road Accidents,2,4,2,4,6,8,3,3,32
Nagaland,2011,Rail-Road Accidents,1,0,0,1,0,1,0,0,3
Nagaland,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2012,Road Accidents,6,0,3,4,7,6,7,9,42
Nagaland,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Odisha,2001,Road Accidents,517,811,1153,1005,797,781,715,627,6406
Odisha,2001,Rail-Road Accidents,0,0,3,1,1,1,0,0,6
Odisha,2001,Other Railway Accidents,20,29,54,58,46,58,35,39,339
Odisha,2002,Road Accidents,480,722,1086,1132,933,941,921,635,6850
Odisha,2002,Rail-Road Accidents,1,1,1,0,0,0,1,2,6
Odisha,2002,Other Railway Accidents,22,32,66,51,53,47,55,15,341
Odisha,2003,Road Accidents,427,949,1113,1020,756,863,900,647,6675
Odisha,2003,Rail-Road Accidents,0,0,2,0,0,0,2,0,4
Odisha,2003,Other Railway Accidents,28,28,61,69,69,72,49,31,407
Odisha,2004,Road Accidents,506,805,943,1126,844,1168,1097,789,7278
Odisha,2004,Rail-Road Accidents,0,0,0,1,0,0,0,0,1
Odisha,2004,Other Railway Accidents,18,43,36,108,53,51,49,26,384
Odisha,2005,Road Accidents,478,810,1002,1317,981,1251,1127,627,7593
Odisha,2005,Rail-Road Accidents,0,0,0,0,1,1,1,0,3
Odisha,2005,Other Railway Accidents,42,35,56,67,65,58,64,65,452
Odisha,2006,Road Accidents,547,999,986,1259,932,1230,1038,738,7729
Odisha,2006,Rail-Road Accidents,10,25,17,20,13,20,32,29,166
Odisha,2006,Other Railway Accidents,31,27,35,71,55,39,40,43,341
Odisha,2007,Road Accidents,632,904,1065,1454,951,1324,1060,824,8214
Odisha,2007,Rail-Road Accidents,20,0,15,41,1,45,21,10,153
Odisha,2007,Other Railway Accidents,31,22,56,70,38,31,25,22,295
Odisha,2008,Road Accidents,595,858,1076,1371,1075,1371,1033,805,8184
Odisha,2008,Rail-Road Accidents,21,27,67,94,56,65,38,31,399
Odisha,2008,Other Railway Accidents,3,6,5,5,3,2,1,0,25
Odisha,2009,Road Accidents,608,836,1046,1501,1218,1433,1313,937,8892
Odisha,2009,Rail-Road Accidents,16,18,8,13,14,13,21,47,150
Odisha,2009,Other Railway Accidents,20,31,47,49,34,44,32,28,285
Odisha,2010,Road Accidents,724,928,1031,1504,1349,1492,1416,969,9413
Odisha,2010,Rail-Road Accidents,33,33,29,28,33,45,46,45,292
Odisha,2010,Other Railway Accidents,2,2,12,8,1,7,3,1,36
Odisha,2011,Road Accidents,756,1015,1043,1442,1179,1516,1390,1057,9398
Odisha,2011,Rail-Road Accidents,26,24,22,18,26,28,29,45,218
Odisha,2011,Other Railway Accidents,14,12,16,19,18,12,19,90,200
Odisha,2012,Road Accidents,978,1289,950,1189,1096,1261,1509,1013,9285
Odisha,2012,Rail-Road Accidents,47,50,50,33,74,55,49,46,404
Odisha,2012,Other Railway Accidents,1,7,12,3,2,7,5,5,42
Punjab,2001,Road Accidents,167,185,219,271,233,252,285,196,1808
Punjab,2001,Rail-Road Accidents,0,4,7,4,6,3,4,2,30
Punjab,2001,Other Railway Accidents,18,96,82,125,68,73,86,24,572
Punjab,2002,Road Accidents,163,170,185,197,191,196,205,201,1508
Punjab,2002,Rail-Road Accidents,0,2,4,0,2,3,4,2,17
Punjab,2002,Other Railway Accidents,30,45,51,49,44,46,62,44,371
Punjab,2003,Road Accidents,140,199,207,221,167,202,247,220,1603
Punjab,2003,Rail-Road Accidents,2,1,1,1,2,3,2,0,12
Punjab,2003,Other Railway Accidents,53,62,143,112,88,95,77,71,701
Punjab,2004,Road Accidents,189,248,250,270,222,273,333,251,2036
Punjab,2004,Rail-Road Accidents,0,2,1,4,2,3,2,2,16
Punjab,2004,Other Railway Accidents,48,49,160,134,83,70,75,63,682
Punjab,2005,Road Accidents,200,262,264,285,235,289,352,265,2152
Punjab,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Punjab,2005,Other Railway Accidents,2,1,5,4,2,2,2,2,20
Punjab,2006,Road Accidents,209,164,278,360,264,325,404,247,2251
Punjab,2006,Rail-Road Accidents,0,0,3,2,2,1,3,3,14
Punjab,2006,Other Railway Accidents,45,69,161,132,89,91,114,79,780
Punjab,2007,Road Accidents,192,217,329,361,291,324,408,269,2391
Punjab,2007,Rail-Road Accidents,0,0,2,3,4,3,6,3,21
Punjab,2007,Other Railway Accidents,30,45,122,189,81,98,80,41,686
Punjab,2008,Road Accidents,181,267,344,337,256,322,436,251,2394
Punjab,2008,Rail-Road Accidents,1,2,1,1,2,2,3,3,15
Punjab,2008,Other Railway Accidents,38,109,150,165,107,103,108,80,860
Punjab,2009,Road Accidents,197,282,394,369,298,385,489,270,2684
Punjab,2009,Rail-Road Accidents,0,0,1,6,4,2,2,1,16
Punjab,2009,Other Railway Accidents,67,61,141,149,107,90,129,88,832
Punjab,2010,Road Accidents,205,280,347,380,255,327,418,227,2439
Punjab,2010,Rail-Road Accidents,2,2,1,3,2,1,3,0,14
Punjab,2010,Other Railway Accidents,116,88,168,132,116,114,113,102,949
Punjab,2011,Road Accidents,379,582,896,979,861,922,1266,611,6496
Punjab,2011,Rail-Road Accidents,0,0,4,3,5,4,1,0,17
Punjab,2011,Other Railway Accidents,36,59,204,171,130,122,128,84,934
Punjab,2012,Road Accidents,349,537,824,887,866,1089,1091,685,6328
Punjab,2012,Rail-Road Accidents,0,3,4,0,2,1,3,0,13
Punjab,2012,Other Railway Accidents,36,62,189,172,133,136,128,84,940
Rajasthan,2001,Road Accidents,1390,2344,2880,2895,3024,3170,2690,1606,19999
Rajasthan,2001,Rail-Road Accidents,0,6,7,3,3,3,6,1,29
Rajasthan,2001,Other Railway Accidents,38,52,70,44,41,63,93,48,449
Rajasthan,2002,Road Accidents,1419,1996,2657,3190,2906,3372,3087,1944,20571
Rajasthan,2002,Rail-Road Accidents,1,3,2,3,3,1,2,2,17
Rajasthan,2002,Other Railway Accidents,16,29,39,33,31,42,24,18,232
Rajasthan,2003,Road Accidents,1359,1768,3264,3709,3236,3615,3013,1969,21933
Rajasthan,2003,Rail-Road Accidents,1,2,0,0,0,0,0,0,3
Rajasthan,2003,Other Railway Accidents,26,58,34,33,31,24,37,21,264
Rajasthan,2004,Road Accidents,1263,1841,3134,3808,3282,3999,3818,2098,23243
Rajasthan,2004,Rail-Road Accidents,4,4,3,0,0,2,0,0,13
Rajasthan,2004,Other Railway Accidents,38,43,32,30,27,40,32,36,278
Rajasthan,2005,Road Accidents,1271,1895,3243,3645,3559,3792,3721,1989,23115
Rajasthan,2005,Rail-Road Accidents,0,12,24,11,9,8,0,0,64
Rajasthan,2005,Other Railway Accidents,28,36,33,55,34,29,43,21,279
Rajasthan,2006,Road Accidents,1171,1634,2874,3814,3795,4159,3948,1953,23348
Rajasthan,2006,Rail-Road Accidents,0,7,0,4,2,10,6,1,30
Rajasthan,2006,Other Railway Accidents,24,40,47,48,20,26,31,21,257
Rajasthan,2007,Road Accidents,1359,1735,3078,4064,3672,3658,3698,2621,23885
Rajasthan,2007,Rail-Road Accidents,1,4,11,13,11,10,4,0,54
Rajasthan,2007,Other Railway Accidents,14,28,36,51,32,37,50,25,273
Rajasthan,2008,Road Accidents,1399,1654,3048,3670,3630,3875,3775,2653,23704
Rajasthan,2008,Rail-Road Accidents,0,4,2,0,3,1,3,3,16
Rajasthan,2008,Other Railway Accidents,18,30,57,45,49,47,46,32,324
Rajasthan,2009,Road Accidents,1426,1825,2933,3666,3908,4291,4389,2676,25114
Rajasthan,2009,Rail-Road Accidents,3,1,0,1,6,3,1,5,20
Rajasthan,2009,Other Railway Accidents,31,47,53,52,66,52,35,32,368
Rajasthan,2010,Road Accidents,1558,1869,2862,3391,3793,4335,4133,2361,24302
Rajasthan,2010,Rail-Road Accidents,0,4,3,3,9,2,0,0,21
Rajasthan,2010,Other Railway Accidents,21,41,54,46,40,44,42,40,328
Rajasthan,2011,Road Accidents,1358,2152,2576,3216,3693,4125,3913,2212,23245
Rajasthan,2011,Rail-Road Accidents,0,0,1,0,2,0,0,0,3
Rajasthan,2011,Other Railway Accidents,18,33,55,56,41,42,41,27,313
Rajasthan,2012,Road Accidents,1094,1729,2589,3434,3709,4191,3912,2311,22969
Rajasthan,2012,Rail-Road Accidents,0,0,3,1,1,2,0,0,7
Rajasthan,2012,Other Railway Accidents,18,41,51,61,47,47,53,23,341
Sikkim,2001,Road Accidents,0,2,11,8,15,6,10,3,55
Sikkim,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2002,Road Accidents,0,0,169,0,126,0,56,0,351
Sikkim,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2003,Road Accidents,0,0,14,24,14,35,37,7,131
Sikkim,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2004,Road Accidents,0,12,18,24,34,31,33,7,159
Sikkim,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2005,Road Accidents,5,11,35,32,29,42,20,15,189
Sikkim,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2006,Road Accidents,1,5,6,3,8,8,5,3,39
Sikkim,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2007,Road Accidents,6,3,19,25,39,34,16,8,150
Sikkim,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2008,Road Accidents,6,19,26,34,46,30,22,13,196
Sikkim,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2009,Road Accidents,49,56,58,107,87,127,51,29,564
Sikkim,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2010,Road Accidents,6,10,18,38,19,28,28,39,186
Sikkim,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2011,Road Accidents,10,12,17,19,16,17,21,17,129
Sikkim,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2012,Road Accidents,0,18,12,20,8,11,27,27,123
Sikkim,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,Road Accidents,4020,4672,7280,7775,7770,7887,7495,5079,51978
Tamil Nadu,2001,Rail-Road Accidents,16,34,104,157,43,56,178,29,617
Tamil Nadu,2001,Other Railway Accidents,0,0,1,1,0,0,1,2,5
Tamil Nadu,2002,Road Accidents,5060,4939,7072,7806,7269,8181,7530,5646,53503
Tamil Nadu,2002,Rail-Road Accidents,17,22,30,23,29,20,45,30,216
Tamil Nadu,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2003,Road Accidents,4174,4805,6660,7648,6944,7809,7246,5739,51025
Tamil Nadu,2003,Rail-Road Accidents,22,17,30,25,33,32,29,36,224
Tamil Nadu,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Road Accidents,3857,4660,6556,8099,7545,8098,7791,5902,52508
Tamil Nadu,2004,Rail-Road Accidents,19,22,29,33,24,40,34,27,228
Tamil Nadu,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2005,Road Accidents,6020,6545,8236,14568,11089,13789,8765,6468,75480
Tamil Nadu,2005,Rail-Road Accidents,1,4,6,5,2,0,0,0,18
Tamil Nadu,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Road Accidents,5180,6046,6784,7200,7241,7997,7896,6801,55145
Tamil Nadu,2006,Rail-Road Accidents,0,25,23,21,0,0,0,5,74
Tamil Nadu,2006,Other Railway Accidents,92,55,219,216,87,267,342,280,1558
Tamil Nadu,2007,Road Accidents,5773,4850,5948,6938,8175,9777,9690,7966,59117
Tamil Nadu,2007,Rail-Road Accidents,0,4,5,6,0,0,0,8,23
Tamil Nadu,2007,Other Railway Accidents,146,86,345,340,137,421,538,441,2454
Tamil Nadu,2008,Road Accidents,5898,4956,6078,7090,8354,9991,9902,8140,60409
Tamil Nadu,2008,Rail-Road Accidents,0,2,5,6,0,0,0,8,21
Tamil Nadu,2008,Other Railway Accidents,93,55,221,218,88,270,345,282,1572
Tamil Nadu,2009,Road Accidents,4201,4520,7118,8662,8749,10262,6918,10364,60794
Tamil Nadu,2009,Rail-Road Accidents,0,1,3,3,6,7,6,0,26
Tamil Nadu,2009,Other Railway Accidents,88,122,314,326,215,199,213,136,1613
Tamil Nadu,2010,Road Accidents,3376,5141,7896,9021,9526,10756,11881,7399,64996
Tamil Nadu,2010,Rail-Road Accidents,1,0,3,4,1,7,2,2,20
Tamil Nadu,2010,Other Railway Accidents,63,91,406,381,253,249,220,151,1814
Tamil Nadu,2011,Road Accidents,3716,4915,7542,9319,9579,11485,11915,7402,65873
Tamil Nadu,2011,Rail-Road Accidents,1,0,3,2,6,1,3,1,17
Tamil Nadu,2011,Other Railway Accidents,76,114,347,474,208,232,221,158,1830
Tamil Nadu,2012,Road Accidents,3199,4560,8241,9490,9806,11905,13020,7536,67757
Tamil Nadu,2012,Rail-Road Accidents,1,2,4,6,4,3,1,0,21
Tamil Nadu,2012,Other Railway Accidents,88,167,436,451,259,247,267,200,2115
Tripura,2001,Road Accidents,4,8,79,198,106,119,22,8,544
Tripura,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tripura,2002,Road Accidents,0,0,84,164,82,122,113,59,624
Tripura,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2002,Other Railway Accidents,0,0,1,0,0,0,0,0,1
Tripura,2003,Road Accidents,1,1,99,174,152,163,73,13,676
Tripura,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tripura,2004,Road Accidents,0,10,112,159,106,130,88,40,645
