STATE/UT,Year,TYPE,0-3 hrs. (Night),3-6 hrs. (Night),6-9 hrs (Day),9-12 hrs (Day),12-15 hrs (Day),15-18 hrs (Day),18-21 hrs (Night),21-24 hrs (Night),Total
Delhi (Ut),2006,Rail-Road Accidents,0,1,0,0,0,0,0,0,1
Delhi (Ut),2006,Other Railway Accidents,43,97,137,143,117,116,147,124,924
Delhi (Ut),2007,Road Accidents,1183,902,1087,1296,1250,1434,1818,1558,10528
Delhi (Ut),2007,Rail-Road Accidents,0,0,0,0,0,1,1,0,2
Delhi (Ut),2007,Other Railway Accidents,77,81,136,131,113,122,150,95,905
Delhi (Ut),2008,Road Accidents,839,730,865,1003,1138,1255,1373,1363,8566
Delhi (Ut),2008,Rail-Road Accidents,0,0,0,1,0,0,0,0,1
Delhi (Ut),2008,Other Railway Accidents,76,73,193,170,134,195,161,97,1099
Delhi (Ut),2009,Road Accidents,644,574,886,944,1069,1066,1306,1125,7614
Delhi (Ut),2009,Rail-Road Accidents,0,0,0,0,0,0,0,3,3
Delhi (Ut),2009,Other Railway Accidents,57,82,228,194,146,180,293,151,1331
Delhi (Ut),2010,Road Accidents,597,502,778,905,928,998,1234,1278,7220
Delhi (Ut),2010,Rail-Road Accidents,0,0,2,1,0,0,0,0,3
Delhi (Ut),2010,Other Railway Accidents,110,145,256,219,182,248,192,140,1492
Delhi (Ut),2011,Road Accidents,607,535,794,936,963,1087,1100,1258,7280
Delhi (Ut),2011,Rail-Road Accidents,0,1,3,2,1,0,0,0,7
Delhi (Ut),2011,Other Railway Accidents,100,142,221,189,160,217,209,171,1409
Delhi (Ut),2012,Road Accidents,638,509,648,872,920,1039,1131,1180,6937
Delhi (Ut),2012,Rail-Road Accidents,0,0,0,0,1,0,0,0,1
Delhi (Ut),2012,Other Railway Accidents,61,150,188,200,127,160,240,132,1258
Lakshadweep,2001,Road Accidents,0,0,0,1,0,1,1,3,6
Lakshadweep,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Road Accidents,0,0,0,0,0,0,1,0,1
Lakshadweep,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Road Accidents,0,0,0,0,1,0,1,0,2
Lakshadweep,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Road Accidents,0,0,0,0,0,0,1,0,1
Lakshadweep,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Road Accidents,0,0,0,1,1,0,0,0,2
Lakshadweep,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Road Accidents,1,0,0,0,0,0,0,0,1
Lakshadweep,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2001,Road Accidents,24,53,141,263,236,255,235,79,1286
Puducherry,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2001,Other Railway Accidents,0,0,1,0,0,0,0,0,1
Puducherry,2002,Road Accidents,36,44,164,268,264,283,275,150,1484
Puducherry,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2002,Other Railway Accidents,0,0,0,0,0,0,1,0,1
Puducherry,2003,Road Accidents,40,44,212,302,256,285,290,157,1586
Puducherry,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2004,Road Accidents,48,53,206,263,277,309,325,152,1633
Puducherry,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2005,Road Accidents,57,81,234,271,284,302,390,161,1780
Puducherry,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2005,Other Railway Accidents,2,1,0,0,0,0,0,1,4
Puducherry,2006,Road Accidents,31,18,146,331,312,285,314,202,1639
Puducherry,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2006,Other Railway Accidents,1,1,1,1,0,0,2,0,6
Puducherry,2007,Road Accidents,51,72,250,312,262,301,355,141,1744
Puducherry,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2007,Other Railway Accidents,1,1,0,2,2,0,0,0,6
Puducherry,2008,Road Accidents,53,49,189,266,270,287,360,224,1698
Puducherry,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2009,Road Accidents,41,48,232,264,257,295,340,221,1698
Puducherry,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2009,Other Railway Accidents,0,1,1,1,1,0,0,1,5
Puducherry,2010,Road Accidents,43,61,155,251,238,272,319,190,1529
Puducherry,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2010,Other Railway Accidents,0,1,1,1,2,0,1,0,6
Puducherry,2011,Road Accidents,38,66,174,234,246,285,307,130,1480
Puducherry,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2011,Other Railway Accidents,0,0,1,0,4,0,0,1,6
Puducherry,2012,Road Accidents,35,66,209,276,202,229,319,174,1510
Puducherry,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2012,Other Railway Accidents,0,1,1,1,0,1,0,3,7
Andhra Pradesh,2013,Road Accidents,3742,4679,4857,5539,5430,6171,7269,5361,43048
Andhra Pradesh,2013,Rail-Road Accidents,0,1,0,0,1,0,0,0,2
Andhra Pradesh,2013,Other Railway Accidents,165,276,815,497,313,342,178,156,2742
Arunachal Pradesh,2013,Road Accidents,4,16,27,56,61,76,51,17,308
Arunachal Pradesh,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2013,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Assam,2013,Road Accidents,181,283,1078,1501,1356,1315,942,555,7211
Assam,2013,Rail-Road Accidents,1,5,4,1,2,0,1,0,14
Assam,2013,Other Railway Accidents,17,39,78,83,69,73,58,33,450
Bihar,2013,Road Accidents,640,1622,1555,1500,1369,1455,1337,720,10198
Bihar,2013,Rail-Road Accidents,0,3,3,3,3,3,2,0,17
Bihar,2013,Other Railway Accidents,283,181,262,237,276,155,212,182,1788
Chhattisgarh,2013,Road Accidents,1261,1477,1691,1863,1889,2035,1993,1448,13657
Chhattisgarh,2013,Rail-Road Accidents,2,1,3,5,3,4,4,3,25
Chhattisgarh,2013,Other Railway Accidents,39,56,101,104,91,73,74,57,595
Goa,2013,Road Accidents,226,175,374,703,785,819,753,458,4293
Goa,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Goa,2013,Other Railway Accidents,1,3,10,8,3,6,7,3,41
Gujarat,2013,Road Accidents,1747,2023,2910,3836,3681,4003,4134,2701,25035
Gujarat,2013,Rail-Road Accidents,5,11,10,12,8,9,13,5,73
Gujarat,2013,Other Railway Accidents,113,97,181,177,141,158,188,157,1212
Haryana,2013,Road Accidents,651,957,1423,1485,1474,1546,1714,1223,10473
Haryana,2013,Rail-Road Accidents,1,1,0,1,3,1,2,2,11
Haryana,2013,Other Railway Accidents,92,210,222,94,118,179,215,201,1331
Himachal Pradesh,2013,Road Accidents,100,116,353,502,489,547,548,326,2981
Himachal Pradesh,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2013,Other Railway Accidents,0,0,1,2,5,5,4,3,20
Jammu & Kashmir,2013,Road Accidents,296,352,612,1109,1371,1275,886,554,6455
Jammu & Kashmir,2013,Rail-Road Accidents,1,2,11,13,10,7,4,3,51
Jammu & Kashmir,2013,Other Railway Accidents,0,0,4,1,1,1,0,0,7
Jharkhand,2013,Road Accidents,645,642,649,640,649,644,644,648,5161
Jharkhand,2013,Rail-Road Accidents,0,1,1,0,1,2,1,1,7
Jharkhand,2013,Other Railway Accidents,61,63,65,59,66,60,62,57,493
Karnataka,2013,Road Accidents,3318,3174,4126,6104,5836,6201,6526,4306,39591
Karnataka,2013,Rail-Road Accidents,3,4,6,2,4,2,1,1,23
Karnataka,2013,Other Railway Accidents,128,131,140,151,205,151,172,183,1261
Kerala,2013,Road Accidents,620,1341,5378,6329,6210,7706,6207,1424,35215
Kerala,2013,Rail-Road Accidents,2,6,8,5,7,10,6,3,47
Kerala,2013,Other Railway Accidents,41,57,62,44,60,58,55,50,427
Madhya Pradesh,2013,Road Accidents,1747,2126,3874,6025,5688,5991,5282,3301,34034
Madhya Pradesh,2013,Rail-Road Accidents,11,12,19,23,16,15,16,11,123
Madhya Pradesh,2013,Other Railway Accidents,186,199,303,260,223,211,194,145,1721
Maharashtra,2013,Road Accidents,3647,3649,4822,5901,6211,6727,7368,5538,43863
Maharashtra,2013,Rail-Road Accidents,3,4,3,7,4,5,8,5,39
Maharashtra,2013,Other Railway Accidents,553,432,1197,1326,1075,1124,1276,1182,8165
Manipur,2013,Road Accidents,7,13,64,102,190,142,124,29,671
Manipur,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Manipur,2013,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2013,Road Accidents,7,17,21,23,29,28,38,31,194
Meghalaya,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Meghalaya,2013,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2013,Road Accidents,4,5,9,17,16,26,20,17,114
Mizoram,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Mizoram,2013,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2013,Road Accidents,0,2,5,7,10,5,6,4,39
Nagaland,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Nagaland,2013,Other Railway Accidents,0,0,0,1,0,0,4,0,5
Odisha,2013,Road Accidents,780,1029,1100,1452,1188,1520,1518,1093,9680
Odisha,2013,Rail-Road Accidents,28,32,19,22,17,23,20,26,187
Odisha,2013,Other Railway Accidents,18,27,27,37,34,43,41,18,245
Punjab,2013,Road Accidents,368,575,722,840,816,980,1309,713,6323
Punjab,2013,Rail-Road Accidents,0,1,2,0,2,1,0,0,6
Punjab,2013,Other Railway Accidents,38,65,191,172,134,140,136,91,967
Rajasthan,2013,Road Accidents,1061,1519,2638,3867,3863,4281,4143,2214,23586
Rajasthan,2013,Rail-Road Accidents,4,9,8,4,4,8,3,1,41
Rajasthan,2013,Other Railway Accidents,19,24,49,43,48,34,47,36,300
Sikkim,2013,Road Accidents,5,9,21,29,77,62,38,3,244
Sikkim,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Sikkim,2013,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2013,Road Accidents,2796,4047,7503,9515,10014,11761,13330,7272,66238
Tamil Nadu,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tamil Nadu,2013,Other Railway Accidents,93,115,395,462,290,230,220,173,1978
Tripura,2013,Road Accidents,20,22,92,174,122,176,151,61,818
Tripura,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Tripura,2013,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2013,Road Accidents,2134,2796,3604,3861,3469,3674,3883,2554,25975
Uttar Pradesh,2013,Rail-Road Accidents,79,108,123,96,76,86,83,50,701
Uttar Pradesh,2013,Other Railway Accidents,387,459,432,453,373,312,514,411,3341
Uttarakhand,2013,Road Accidents,39,67,191,222,191,230,235,122,1297
Uttarakhand,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Uttarakhand,2013,Other Railway Accidents,10,11,20,4,6,4,8,4,67
West Bengal,2013,Road Accidents,1442,1911,2136,2900,2246,2366,2137,1411,16549
West Bengal,2013,Rail-Road Accidents,2,2,5,3,2,3,1,3,21
West Bengal,2013,Other Railway Accidents,102,357,426,414,309,372,558,246,2784
A & N Islands,2013,Road Accidents,2,3,22,31,40,40,37,25,200
A & N Islands,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
A & N Islands,2013,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2013,Road Accidents,41,16,26,40,59,65,87,75,409
Chandigarh,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Chandigarh,2013,Other Railway Accidents,0,0,0,0,0,0,0,0,0
D & N Haveli,2013,Road Accidents,3,2,7,12,20,19,19,9,91
D & N Haveli,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
D & N Haveli,2013,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Road Accidents,3,0,1,4,4,7,5,6,30
Daman & Diu,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Delhi (Ut),2013,Road Accidents,764,662,718,828,896,981,1341,1379,7569
Delhi (Ut),2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Delhi (Ut),2013,Other Railway Accidents,86,111,211,204,164,192,181,136,1285
Lakshadweep,2013,Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Other Railway Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2013,Road Accidents,31,58,162,207,225,267,336,165,1451
Puducherry,2013,Rail-Road Accidents,0,0,0,0,0,0,0,0,0
Puducherry,2013,Other Railway Accidents,0,1,1,3,1,4,1,0,11
Andhra Pradesh,2014,Road Accidents,1751,2084,2428,3241,3487,3673,3693,2797,23154
Andhra Pradesh,2014,Railway Accident,61,51,347,466,202,181,92,66,1466
Andhra Pradesh,2014,Railway Crossing,0,1,0,0,0,0,1,1,3
Arunachal Pradesh,2014,Road Accidents,6,5,13,24,26,45,36,30,185
Arunachal Pradesh,2014,Railway Accident,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Assam,2014,Road Accidents,212,277,939,1475,1225,1438,1023,555,7144
Assam,2014,Railway Accident,89,92,78,61,65,77,120,88,670
Assam,2014,Railway Crossing,1,6,0,1,0,0,3,0,11
Bihar,2014,Road Accidents,672,987,1429,1429,1460,1421,1262,871,9531
Bihar,2014,Railway Accident,11,26,131,115,105,88,71,54,601
Bihar,2014,Railway Crossing,1,5,181,96,35,20,62,81,481
Chhattisgarh,2014,Road Accidents,648,849,1469,1916,1702,2102,2072,1382,12140
Chhattisgarh,2014,Railway Accident,53,82,108,101,83,74,74,62,637
Chhattisgarh,2014,Railway Crossing,0,10,6,6,1,2,2,0,27
Goa,2014,Road Accidents,189,173,371,712,752,791,785,457,4230
Goa,2014,Railway Accident,3,4,6,6,2,3,2,1,27
Goa,2014,Railway Crossing,1,0,2,1,2,0,0,1,7
Gujarat,2014,Road Accidents,1232,1541,2496,3595,3328,3735,3791,2434,22152
Gujarat,2014,Railway Accident,88,93,171,182,131,147,199,142,1153
Gujarat,2014,Railway Crossing,0,3,4,6,6,2,4,2,27
Haryana,2014,Road Accidents,726,868,1459,1646,1493,1740,1887,1224,11043
Haryana,2014,Railway Accident,128,142,137,133,193,136,253,239,1361
Haryana,2014,Railway Crossing,2,0,1,2,3,1,2,2,13
Himachal Pradesh,2014,Road Accidents,199,183,418,517,517,603,558,330,3325
Himachal Pradesh,2014,Railway Accident,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2014,Road Accidents,168,442,693,928,1195,1126,833,393,5778
Jammu & Kashmir,2014,Railway Accident,2,4,7,8,8,9,6,8,52
Jammu & Kashmir,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Jharkhand,2014,Road Accidents,247,592,703,749,670,847,678,419,4905
Jharkhand,2014,Railway Accident,44,57,50,51,34,24,52,43,355
Jharkhand,2014,Railway Crossing,27,20,0,0,0,0,3,4,54
Karnataka,2014,Road Accidents,3022,3219,4576,6393,6646,7119,7377,5342,43694
Karnataka,2014,Railway Accident,2,5,6,4,4,3,7,5,36
Karnataka,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Kerala,2014,Road Accidents,759,1232,4145,6709,6057,8172,6114,2684,35872
Kerala,2014,Railway Accident,40,68,71,32,35,44,44,34,368
Kerala,2014,Railway Crossing,5,4,4,5,3,11,8,4,44
Madhya Pradesh,2014,Road Accidents,1925,2384,5370,7106,7337,7030,5791,2755,39698
Madhya Pradesh,2014,Railway Accident,165,218,310,301,282,234,251,165,1926
Madhya Pradesh,2014,Railway Crossing,2,4,22,16,37,14,15,13,123
Maharashtra,2014,Road Accidents,3376,3330,4853,6430,6522,7126,7421,5324,44382
Maharashtra,2014,Railway Accident,569,436,1187,1381,1061,1081,1216,1038,7969
Maharashtra,2014,Railway Crossing,4,4,5,0,1,2,1,1,18
Manipur,2014,Road Accidents,7,8,47,162,148,173,141,49,735
Manipur,2014,Railway Accident,0,0,0,0,0,0,0,0,0
Manipur,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Road Accidents,10,19,30,45,59,55,50,33,301
Meghalaya,2014,Railway Accident,0,0,0,0,0,0,0,0,0
Meghalaya,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Mizoram,2014,Road Accidents,5,12,11,9,11,20,15,12,95
Mizoram,2014,Railway Accident,0,0,0,0,0,0,0,0,0
Mizoram,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Nagaland,2014,Road Accidents,0,2,3,3,8,6,5,1,28
Nagaland,2014,Railway Accident,0,2,1,2,3,0,0,3,11
Nagaland,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Odisha,2014,Road Accidents,661,880,1099,1413,1283,1651,1564,1089,9640
Odisha,2014,Railway Accident,19,28,42,32,33,37,30,25,246
Odisha,2014,Railway Crossing,1,16,36,20,21,12,17,5,128
Punjab,2014,Road Accidents,387,392,683,842,943,998,1380,766,6391
Punjab,2014,Railway Accident,65,116,265,175,113,110,122,81,1047
Punjab,2014,Railway Crossing,1,0,0,1,0,1,1,0,4
Rajasthan,2014,Road Accidents,1128,1428,2622,3706,4234,4841,4215,2465,24639
Rajasthan,2014,Railway Accident,46,64,153,124,80,84,115,68,734
Rajasthan,2014,Railway Crossing,0,2,5,5,2,6,3,1,24
Sikkim,2014,Road Accidents,6,8,15,17,12,27,29,16,130
Sikkim,2014,Railway Accident,0,0,0,0,0,0,0,0,0
Sikkim,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Tamil Nadu,2014,Road Accidents,2685,4057,7973,9593,9955,11902,13927,7158,67250
Tamil Nadu,2014,Railway Accident,108,117,444,355,256,217,197,151,1845
Tamil Nadu,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Telangana,2014,Road Accidents,1585,2382,1884,2390,2395,2996,3484,2962,20078
Telangana,2014,Railway Accident,0,2,0,0,0,1,0,0,3
Telangana,2014,Railway Crossing,43,123,213,278,127,147,63,67,1061
Tripura,2014,Road Accidents,15,21,53,199,123,161,96,48,716
Tripura,2014,Railway Accident,0,0,0,0,0,0,0,0,0
Tripura,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2014,Road Accidents,2106,2824,3376,3547,3522,3929,4099,2661,26064
Uttar Pradesh,2014,Railway Accident,432,607,663,577,451,392,477,407,4006
Uttar Pradesh,2014,Railway Crossing,46,43,69,56,30,28,47,40,359
Uttarakhand,2014,Road Accidents,61,81,95,122,117,137,113,75,801
Uttarakhand,2014,Railway Accident,2,10,9,1,4,3,3,3,35
Uttarakhand,2014,Railway Crossing,2,5,5,1,2,1,2,2,20
West Bengal,2014,Road Accidents,1455,1634,2022,2998,2570,2458,2132,1836,17105
West Bengal,2014,Railway Accident,56,218,614,555,249,451,591,161,2895
West Bengal,2014,Railway Crossing,1,5,31,11,10,16,44,13,131
A & N Islands,2014,Road Accidents,4,6,25,28,55,36,41,23,218
A & N Islands,2014,Railway Accident,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Road Accidents,32,29,42,51,41,56,66,49,366
Chandigarh,2014,Railway Accident,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
D & N Haveli,2014,Road Accidents,1,1,8,7,13,22,27,8,87
D & N Haveli,2014,Railway Accident,0,0,0,0,0,0,0,0,0
D & N Haveli,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Road Accidents,3,0,4,6,5,7,12,2,39
Daman & Diu,2014,Railway Accident,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Delhi (Ut),2014,Road Accidents,757,581,867,925,909,1208,1502,1561,8310
Delhi (Ut),2014,Railway Accident,55,75,165,144,114,126,131,104,914
Delhi (Ut),2014,Railway Crossing,0,2,2,1,1,2,1,2,11
Lakshadweep,2014,Road Accidents,0,0,0,0,1,0,0,0,1
Lakshadweep,2014,Railway Accident,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Railway Crossing,0,0,0,0,0,0,0,0,0
Puducherry,2014,Road Accidents,28,23,58,109,97,179,115,62,671
Puducherry,2014,Railway Accident,1,0,1,1,0,0,0,0,3
Puducherry,2014,Railway Crossing,0,0,1,0,0,0,0,0,1
